-5.08	37.07	-18.14
-8.06	15.05	-11.46
-16.56	47.32	-13.31
-5.17	54.06	-7.4
-30.65	50.43	-9.62
-35.98	30.71	-12.11
-18.45	34.81	42.2
-33.43	32.73	35.46
-48.43	12.73	19.02
-45.58	29.91	13.99
-4.8	49.17	30.89
-5.32	4.85	61.38
-7.63	-25.36	70.07
-38.65	-5.68	50.94
-47.16	-8.48	13.95
-42.46	-22.63	48.92
-23.45	-59.56	58.96
-42.8	-45.82	46.74
-55.79	-33.64	30.45
-44.14	-60.82	35.59
-7.24	-56.07	48.01
-16.54	-84.26	28.17
-32.39	-80.73	16.11
-36.36	-78.29	-7.84
-7.14	-78.67	6.44
-5.93	-80.13	27.22
-14.62	-67.56	-4.63
-31.16	-40.3	-20.23
-41.99	-18.88	9.98
-53.16	-20.68	7.13
-55.52	-33.8	-2.2
-49.77	-28.05	-23.17
-39.88	15.14	-20.18
-36.32	14.59	-34.08
-21.17	-15.95	-20.7
-4.04	35.4	13.95
-5.48	-14.92	41.57
-4.85	-42.92	24.67
-35.13	6.65	3.44
8.35	35.64	-18.04
10.43	15.91	-11.26
18.49	48.1	-14.02
8.16	51.67	-7.13
33.18	52.59	-10.73
41.22	32.23	-11.91
21.9	31.12	43.82
37.59	33.06	34.04
50.2	14.98	21.41
50.33	30.16	14.17
9.1	50.84	30.22
8.62	0.17	61.85
7.48	-31.59	68.09
41.37	-8.21	52.09
52.65	-6.25	14.63
41.43	-25.49	52.55
26.11	-59.18	62.06
46.46	-46.29	49.54
57.61	-31.5	34.48
45.51	-59.98	38.63
9.98	-56.05	43.77
24.29	-80.85	30.59
37.39	-79.7	19.42
38.16	-81.99	-7.61
15.99	-73.15	9.4
13.51	-79.36	28.23
16.29	-66.93	-3.87
33.97	-39.1	-20.18
45.86	-17.15	10.41
58.15	-21.78	6.8
57.47	-37.23	-1.47
53.69	-31.07	-22.32
48.25	14.75	-16.86
44.22	14.55	-32.23
25.38	-15.15	-20.47
8.46	37.01	15.84
8.02	-8.83	39.79
7.44	-41.81	21.87
39.02	6.25	2.08
