2	1	1
3	1	1
5	1	1
6	1	1
8	1	1
9	1	1
23	1	1
24	1	1
1	2	1
3	2	1
4	2	1
5	2	1
6	2	1
7	2	1
8	2	1
9	2	1
10	2	1
11	2	1
12	2	1
23	2	1
24	2	1
26	2	1
1	3	1
2	3	1
4	3	1
5	3	1
6	3	1
8	3	1
9	3	1
10	3	1
12	3	1
21	3	1
23	3	1
24	3	1
25	3	1
26	3	1
2	4	1
3	4	1
5	4	1
6	4	1
7	4	1
9	4	1
10	4	1
12	4	1
21	4	1
23	4	1
24	4	1
25	4	1
26	4	1
1	5	1
2	5	1
3	5	1
4	5	1
6	5	1
9	5	1
10	5	1
11	5	1
12	5	1
23	5	1
25	5	1
27	5	1
1	6	1
2	6	1
3	6	1
4	6	1
5	6	1
7	6	1
8	6	1
9	6	1
12	6	1
13	6	1
14	6	1
15	6	1
16	6	1
18	6	1
21	6	1
22	6	1
24	6	1
25	6	1
27	6	1
30	6	1
32	6	1
2	7	1
4	7	1
6	7	1
13	7	1
14	7	1
1	8	1
2	8	1
3	8	1
6	8	1
9	8	1
10	8	1
11	8	1
12	8	1
23	8	1
1	9	1
2	9	1
3	9	1
4	9	1
5	9	1
6	9	1
8	9	1
10	9	1
11	9	1
12	9	1
23	9	1
24	9	1
25	9	1
26	9	1
29	9	1
30	9	1
2	10	1
3	10	1
4	10	1
5	10	1
8	10	1
9	10	1
12	10	1
13	10	1
14	10	1
19	10	1
21	10	1
23	10	1
25	10	1
26	10	1
27	10	1
28	10	1
29	10	1
2	11	1
5	11	1
8	11	1
9	11	1
12	11	1
19	11	1
23	11	1
25	11	1
26	11	1
27	11	1
29	11	1
2	12	1
3	12	1
4	12	1
5	12	1
6	12	1
8	12	1
9	12	1
10	12	1
11	12	1
13	12	1
14	12	1
19	12	1
21	12	1
25	12	1
26	12	1
27	12	1
28	12	1
29	12	1
6	13	1
7	13	1
10	13	1
12	13	1
16	13	1
17	13	1
18	13	1
29	13	1
30	13	1
32	13	1
6	14	1
7	14	1
10	14	1
12	14	1
15	14	1
16	14	1
17	14	1
18	14	1
21	14	1
22	14	1
25	14	1
29	14	1
30	14	1
32	14	1
6	15	1
14	15	1
17	15	1
18	15	1
19	15	1
22	15	1
29	15	1
30	15	1
43	15	1
6	16	1
13	16	1
14	16	1
17	16	1
18	16	1
19	16	1
21	16	1
22	16	1
29	16	1
30	16	1
43	16	1
13	17	1
14	17	1
15	17	1
16	17	1
20	17	1
21	17	1
22	17	1
28	17	1
29	17	1
30	17	1
31	17	1
32	17	1
43	17	1
52	17	1
56	17	1
57	17	1
58	17	1
6	18	1
13	18	1
14	18	1
15	18	1
16	18	1
21	18	1
22	18	1
31	18	1
32	18	1
43	18	1
52	18	1
56	18	1
57	18	1
58	18	1
10	19	1
11	19	1
12	19	1
15	19	1
16	19	1
20	19	1
21	19	1
22	19	1
28	19	1
29	19	1
30	19	1
40	19	1
48	19	1
61	19	1
69	19	1
70	19	1
71	19	1
17	20	1
19	20	1
21	20	1
22	20	1
28	20	1
30	20	1
31	20	1
32	20	1
40	20	1
48	20	1
54	20	1
61	20	1
67	20	1
68	20	1
69	20	1
70	20	1
71	20	1
3	21	1
4	21	1
6	21	1
10	21	1
12	21	1
14	21	1
16	21	1
17	21	1
18	21	1
19	21	1
20	21	1
25	21	1
28	21	1
30	21	1
31	21	1
32	21	1
37	21	1
40	21	1
48	21	1
49	21	1
50	21	1
58	21	1
67	21	1
68	21	1
69	21	1
70	21	1
6	22	1
14	22	1
15	22	1
16	22	1
17	22	1
18	22	1
19	22	1
20	22	1
28	22	1
30	22	1
31	22	1
32	22	1
40	22	1
48	22	1
49	22	1
50	22	1
58	22	1
67	22	1
68	22	1
69	22	1
70	22	1
1	23	1
2	23	1
3	23	1
4	23	1
5	23	1
8	23	1
9	23	1
10	23	1
11	23	1
24	23	1
25	23	1
26	23	1
27	23	1
28	23	1
29	23	1
1	24	1
2	24	1
3	24	1
4	24	1
6	24	1
9	24	1
23	24	1
27	24	1
28	24	1
3	25	1
4	25	1
5	25	1
6	25	1
9	25	1
10	25	1
11	25	1
12	25	1
14	25	1
21	25	1
23	25	1
26	25	1
27	25	1
28	25	1
29	25	1
30	25	1
37	25	1
39	25	1
40	25	1
45	25	1
46	25	1
48	25	1
49	25	1
54	25	1
55	25	1
58	25	1
2	26	1
3	26	1
4	26	1
9	26	1
10	26	1
11	26	1
12	26	1
23	26	1
25	26	1
28	26	1
29	26	1
5	27	1
6	27	1
10	27	1
11	27	1
12	27	1
23	27	1
24	27	1
25	27	1
28	27	1
29	27	1
30	27	1
40	27	1
48	27	1
10	28	1
12	28	1
17	28	1
19	28	1
20	28	1
21	28	1
22	28	1
23	28	1
24	28	1
25	28	1
26	28	1
27	28	1
29	28	1
30	28	1
31	28	1
40	28	1
46	28	1
48	28	1
49	28	1
50	28	1
54	28	1
55	28	1
9	29	1
10	29	1
11	29	1
12	29	1
13	29	1
14	29	1
15	29	1
16	29	1
17	29	1
19	29	1
23	29	1
25	29	1
26	29	1
27	29	1
28	29	1
30	29	1
40	29	1
45	29	1
49	29	1
61	29	1
70	29	1
71	29	1
6	30	1
9	30	1
13	30	1
14	30	1
15	30	1
16	30	1
17	30	1
19	30	1
20	30	1
21	30	1
22	30	1
25	30	1
27	30	1
28	30	1
29	30	1
31	30	1
32	30	1
40	30	1
45	30	1
46	30	1
48	30	1
49	30	1
50	30	1
54	30	1
56	30	1
69	30	1
70	30	1
17	31	1
18	31	1
20	31	1
21	31	1
22	31	1
28	31	1
30	31	1
32	31	1
40	31	1
42	31	1
43	31	1
52	31	1
58	31	1
61	31	1
67	31	1
68	31	1
69	31	1
70	31	1
71	31	1
6	32	1
13	32	1
14	32	1
17	32	1
18	32	1
20	32	1
21	32	1
22	32	1
30	32	1
31	32	1
40	32	1
43	32	1
48	32	1
49	32	1
50	32	1
52	32	1
56	32	1
58	32	1
59	32	1
67	32	1
68	32	1
69	32	1
35	33	1
36	33	1
35	34	1
36	34	1
39	34	1
33	35	1
34	35	1
36	35	1
37	35	1
39	35	1
40	35	1
33	36	1
34	36	1
35	36	1
37	36	1
39	36	1
40	36	1
44	36	1
46	36	1
21	37	1
25	37	1
35	37	1
36	37	1
38	37	1
39	37	1
40	37	1
44	37	1
45	37	1
46	37	1
47	37	1
61	37	1
70	37	1
71	37	1
37	38	1
39	38	1
40	38	1
41	38	1
71	38	1
25	39	1
34	39	1
35	39	1
36	39	1
37	39	1
38	39	1
40	39	1
41	39	1
42	39	1
44	39	1
45	39	1
47	39	1
59	39	1
71	39	1
19	40	1
20	40	1
21	40	1
22	40	1
25	40	1
27	40	1
28	40	1
29	40	1
30	40	1
31	40	1
32	40	1
35	40	1
36	40	1
37	40	1
38	40	1
39	40	1
41	40	1
43	40	1
44	40	1
45	40	1
47	40	1
48	40	1
49	40	1
50	40	1
55	40	1
56	40	1
57	40	1
71	40	1
38	41	1
39	41	1
40	41	1
42	41	1
71	41	1
31	42	1
39	42	1
41	42	1
43	42	1
71	42	1
15	43	1
16	43	1
17	43	1
18	43	1
31	43	1
32	43	1
40	43	1
42	43	1
49	43	1
58	43	1
59	43	1
67	43	1
68	43	1
69	43	1
36	44	1
37	44	1
39	44	1
40	44	1
45	44	1
46	44	1
25	45	1
29	45	1
30	45	1
37	45	1
39	45	1
40	45	1
44	45	1
46	45	1
47	45	1
49	45	1
54	45	1
55	45	1
56	45	1
59	45	1
71	45	1
25	46	1
28	46	1
30	46	1
36	46	1
37	46	1
44	46	1
45	46	1
37	47	1
39	47	1
40	47	1
45	47	1
61	47	1
70	47	1
71	47	1
19	48	1
20	48	1
21	48	1
22	48	1
25	48	1
27	48	1
28	48	1
30	48	1
32	48	1
40	48	1
49	48	1
50	48	1
51	48	1
57	48	1
61	48	1
70	48	1
71	48	1
21	49	1
22	49	1
25	49	1
28	49	1
29	49	1
30	49	1
32	49	1
40	49	1
43	49	1
45	49	1
48	49	1
50	49	1
51	49	1
52	49	1
56	49	1
61	49	1
70	49	1
71	49	1
21	50	1
22	50	1
28	50	1
30	50	1
32	50	1
40	50	1
48	50	1
49	50	1
51	50	1
54	50	1
56	50	1
69	50	1
70	50	1
48	51	1
49	51	1
50	51	1
52	51	1
53	51	1
54	51	1
67	51	1
68	51	1
17	52	1
18	52	1
31	52	1
32	52	1
49	52	1
51	52	1
67	52	1
68	52	1
51	53	1
20	54	1
25	54	1
28	54	1
30	54	1
45	54	1
50	54	1
51	54	1
56	54	1
58	54	1
69	54	1
70	54	1
25	55	1
28	55	1
40	55	1
45	55	1
17	56	1
18	56	1
30	56	1
32	56	1
40	56	1
45	56	1
49	56	1
50	56	1
54	56	1
58	56	1
67	56	1
68	56	1
17	57	1
18	57	1
40	57	1
48	57	1
17	58	1
18	58	1
21	58	1
22	58	1
25	58	1
31	58	1
32	58	1
43	58	1
54	58	1
56	58	1
67	58	1
68	58	1
32	59	1
39	59	1
43	59	1
45	59	1
63	60	1
64	60	1
69	60	1
70	60	1
19	61	1
20	61	1
29	61	1
31	61	1
37	61	1
47	61	1
48	61	1
49	61	1
63	61	1
64	61	1
65	61	1
66	61	1
70	61	1
71	61	1
63	62	1
66	62	1
71	62	1
60	63	1
61	63	1
62	63	1
